TransID,Date,AprCode,EmployeeID,StdRate,EmployeeName,Hours,CostCode,Description,BilledAmt,Comments
44167,2012-09-23,110,30,300,Abigail Dickson,1,215,CRM - Build Phase,300,"CAS-24147-C0R6: Review Invoice Exception Report for each company, modify report link"
44184,2012-09-23,110,18,300,Jazmin Marks,1.5,415,AppDef - Application Model,450,AppDef-Object Model
44192,2012-09-23,110,2,150,Adyson Herring,1,435,AppDev - Documentation,150,AppDev-User Guide/Document
44214,2012-09-23,110,37,150,Bianca Hardin,2.5,457,BI - Integration,375,"Meeting with  to discuss update, check the database, exchange status with , call  to discuss deliverable for UAT (testing)."
44251,2012-09-24,110,33,600,Areli Davenport,2,190,ERP - Production Support,1200,ERP - Production Support
44252,2012-09-24,110,33,600,Areli Davenport,0.5,190,ERP - Production Support,300,ERP - Production Support
44263,2012-09-24,110,53,600,Kendal Colon,1,190,ERP - Production Support,600,ERP - Production Support
44270,2012-09-24,110,30,300,Abigail Dickson,1,215,CRM - Build Phase,300,CRM - Build Phase
44286,2012-09-24,110,13,300,Hector Sanders,1,405,AppDev - Business Requirements,300,Requirements Definition
44293,2012-09-24,110,9,150,Donavan Fritz,1.5,415,AppDef - Application Model,225,AppDef-Object Model
44309,2012-09-24,110,14,150,Izabella Sellers,2,452,BI - Infrastructure,300,BI - Configure Database
44310,2012-09-24,110,16,450,Jair Donovan,3.5,452,BI - Infrastructure,1575,BI - Configure Database
44319,2012-09-24,110,68,750,Walter Conner,1,457,BI - Integration,750,Meeting  and . Discussion about where to pull dimensions to be updated dynamically in Analysis Services.
44322,2012-09-24,110,37,150,Bianca Hardin,0.5,457,BI - Integration,75,BI - SSIS Package Design
44378,2012-09-25,110,44,300,Gavyn Welch,2,400,AppDev - Design,600,AppDev-Genl Reqmt & Architect
44389,2012-09-25,110,12,900,Finley Salazar,5,430,AppDev - Quality,0,AC2012
44397,2012-09-25,110,47,300,Joseph Garrison,3.5,450,BI - Envisioning,1050,Requirements scope document
44406,2012-09-25,110,47,300,Joseph Garrison,2.5,453,BI - Build,750,Tracking report run parameters within SMS
44417,2012-09-25,110,54,300,Kylan Hale,2,458,BI - Quality,600,Follow ups and e-mails
44418,2012-09-25,110,54,300,Kylan Hale,3.5,458,BI - Quality,1050,BI - Reporting Build Phase
44424,2012-09-25,110,55,150,Lana Munoz,2,458,BI - Quality,300,BI - Reporting Build Phase
44428,2012-09-25,110,13,300,Hector Sanders,3.5,490,Application Development Support,1050,Document escalated case workflows and proposed solution. Prototype solution.
44445,2012-09-26,110,33,600,Areli Davenport,2,190,ERP - Production Support,1200,ERP - Production Support
44446,2012-09-26,110,33,600,Areli Davenport,1,190,ERP - Production Support,600,ERP - Production Support
44460,2012-09-26,110,53,600,Kendal Colon,0.5,190,ERP - Production Support,300,ERP - Production Support
44472,2012-09-26,110,44,300,Gavyn Welch,2,400,AppDev - Design,600,AppDev-Genl Reqmt & Architect
44473,2012-09-26,110,13,300,Hector Sanders,3,405,AppDev - Business Requirements,900,Requirements Definition
44475,2012-09-26,110,9,150,Donavan Fritz,1,405,AppDev - Business Requirements,150,Requirements Definition
44477,2012-09-26,110,18,300,Jazmin Marks,1.5,410,AppDev - Technical Spec,450,Develop Technical Specifications
44478,2012-09-26,110,50,450,Kallie Austin,1,410,AppDev - Technical Spec,450,Develop Technical Specifications
44483,2012-09-26,110,46,150,Jaeden Cowan,2,415,AppDef - Application Model,300,AppDef-Object Model
44493,2012-09-26,110,14,150,Izabella Sellers,2,452,BI - Infrastructure,300,SharePoint document management
44501,2012-09-26,110,37,150,Bianca Hardin,2,456,BI - Testing,300,BI - Acceptance Testing
44510,2012-09-26,110,63,150,Nicolas Santos,1,457,BI - Integration,150,BI - SSIS Package Design
44511,2012-09-26,110,54,300,Kylan Hale,2.5,458,BI - Quality,750,BI - Reporting Build Phase
44550,2012-09-27,110,18,300,Jazmin Marks,1,190,ERP - Production Support,300,ERP - Production Support
44559,2012-09-27,110,53,600,Kendal Colon,3.5,190,ERP - Production Support,2100,ERP - Production Support
44573,2012-09-27,110,50,450,Kallie Austin,2.5,410,AppDev - Technical Spec,1125,Develop Technical Specifications
44581,2012-09-27,110,18,300,Jazmin Marks,1,425,AppDev - Testing,300,AppDev-Testing
44585,2012-09-27,110,12,900,Finley Salazar,1,430,AppDev - Quality,0,AC2012
44602,2012-09-27,110,68,750,Walter Conner,1,453,BI - Build,750,BI - Budgeting Build Phase
44603,2012-09-27,110,37,150,Bianca Hardin,1,456,BI - Testing,150,BI - Acceptance Testing
44609,2012-09-27,110,63,150,Nicolas Santos,2,457,BI - Integration,300,BI - SSIS Package Design
44616,2012-09-27,110,55,150,Lana Munoz,0.5,458,BI - Quality,75,BI - Reporting Build Phase
44623,2012-09-27,110,68,750,Walter Conner,7,495,App Dev - Project Management,0,AC2012
44639,2012-09-28,110,33,600,Areli Davenport,2,190,ERP - Production Support,1200,ERP - Production Support
44640,2012-09-28,110,33,600,Areli Davenport,1,190,ERP - Production Support,600,ERP - Production Support
44654,2012-09-28,110,30,300,Abigail Dickson,2,215,CRM - Build Phase,600,CRM - Build Phase
44662,2012-09-28,110,9,150,Donavan Fritz,2,405,AppDev - Business Requirements,300,"hand off report to PM, discuss how to requirements for laying out report"
44664,2012-09-28,110,18,300,Jazmin Marks,0.5,415,AppDef - Application Model,150,AppDef-Object Model
44679,2012-09-28,110,47,300,Joseph Garrison,3.5,450,BI - Envisioning,1050,BI - Envisioning
44698,2012-09-28,110,54,300,Kylan Hale,2.5,458,BI - Quality,750,BI - Reporting Build Phase
44703,2012-09-28,110,55,150,Lana Munoz,3.5,458,BI - Quality,525,BI - Reporting Build Phase
44720,2012-09-28,110,12,900,Finley Salazar,2,495,App Dev - Project Management,0,AC2012
44737,2012-09-29,110,33,600,Areli Davenport,3.5,190,ERP - Production Support,2100,ERP - Production Support
44749,2012-09-29,110,41,300,Donna Hall,0.5,190,ERP - Production Support,150,ERP - Production Support
44750,2012-09-29,110,41,300,Donna Hall,2,190,ERP - Production Support,600,ERP - Production Support
44757,2012-09-29,110,49,450,Kaitlynn Christian,1.5,215,CRM - Build Phase,675,CRM - Build Phase
44758,2012-09-29,110,49,450,Kaitlynn Christian,2.5,215,CRM - Build Phase,1125,Review TMM Partners chanGG Partners in UAT
44771,2012-09-29,110,46,150,Jaeden Cowan,1,415,AppDef - Application Model,150,AAT Revenue by Store
44775,2012-09-29,110,2,150,Adyson Herring,0.5,420,AppDev - Build,75,AppDev-Build
44793,2012-09-29,110,47,300,Joseph Garrison,1,453,BI - Build,300,BI - Budgeting Build Phase
44802,2012-09-29,110,47,300,Joseph Garrison,1,457,BI - Integration,300,BI - SSIS Package Design
44806,2012-09-29,110,63,150,Nicolas Santos,3,457,BI - Integration,450,BI - SSIS Package Design
44813,2012-09-29,110,55,150,Lana Munoz,0.5,458,BI - Quality,75,BI - Reporting Build Phase
44836,2012-09-30,110,33,600,Areli Davenport,2,190,ERP - Production Support,1200,Update TMM Partners use cases
44842,2012-09-30,110,41,300,Donna Hall,3.5,190,ERP - Production Support,1050,ERP - Production Support
44856,2012-09-30,110,30,300,Abigail Dickson,2.5,215,CRM - Build Phase,750,CRM - Build Phase
44857,2012-09-30,110,49,450,Kaitlynn Christian,1,215,CRM - Build Phase,450,Review powershell for SharePoint features
44884,2012-09-30,110,26,150,Nathalia Hayden,2,450,BI - Envisioning,300,BI - Envisioning
44895,2012-09-30,110,68,750,Walter Conner,1,457,BI - Integration,750,BI - SSIS Package Design
44905,2012-09-30,110,68,750,Walter Conner,6,495,App Dev - Project Management,0,AC2012
44910,2012-09-30,110,13,300,Hector Sanders,3,495,App Dev - Project Management,900,Project follow ups
44928,2012-10-01,110,33,600,Areli Davenport,2.5,190,ERP - Production Support,1500,ERP - Production Support
44929,2012-10-01,110,17,150,Jayvion Parrish,2,190,ERP - Production Support,300,ERP - Production Support
44935,2012-10-01,110,41,300,Donna Hall,1.5,190,ERP - Production Support,450,ERP - Production Support
44951,2012-10-01,110,18,300,Jazmin Marks,2,410,AppDev - Technical Spec,600,Develop Technical Specifications
44956,2012-10-01,110,18,300,Jazmin Marks,4,425,AppDev - Testing,1200,AppDev-Testing
44963,2012-10-01,110,26,150,Nathalia Hayden,2,450,BI - Envisioning,300,BI - Envisioning
44966,2012-10-01,110,14,150,Izabella Sellers,3.5,452,BI - Infrastructure,525,BI - Configure Database
44971,2012-10-01,110,63,150,Nicolas Santos,2,456,BI - Testing,300,BI - Acceptance Testing
44972,2012-10-01,110,63,150,Nicolas Santos,1.5,456,BI - Testing,225,BI - Acceptance Testing
44989,2012-10-01,110,43,300,Eugene Ritter,3.5,458,BI - Quality,1050,BI - Reporting Build Phase
45019,2012-10-02,110,33,600,Areli Davenport,3.5,190,ERP - Production Support,2100,"Review data warehouse design, fact tables, dimension tables, attributes, ETL process"
45020,2012-10-02,110,33,600,Areli Davenport,1,190,ERP - Production Support,600,Data transform development and modifications
45028,2012-10-02,110,41,300,Donna Hall,2.5,190,ERP - Production Support,750,ERP - Production Support
45039,2012-10-02,110,49,450,Kaitlynn Christian,0.5,215,CRM - Build Phase,225,"Financial data analysis, reconciliation/reclassification of amounts in GL versus AR, validating data, create reports for validations, request for information, communication"
45047,2012-10-02,110,44,300,Gavyn Welch,2,400,AppDev - Design,600,AppDev-Genl Reqmt & Architect
45064,2012-10-02,110,47,300,Joseph Garrison,2,450,BI - Envisioning,600,BI - Envisioning
45077,2012-10-02,110,37,150,Bianca Hardin,2.5,456,BI - Testing,375,BI - Acceptance Testing
45081,2012-10-02,110,68,750,Walter Conner,1,457,BI - Integration,750,BI - SSIS Package Design
45083,2012-10-02,110,54,300,Kylan Hale,2,458,BI - Quality,600,BI - Reporting Build Phase
45091,2012-10-02,110,55,150,Lana Munoz,2,458,BI - Quality,300,BI - Reporting Build Phase
45103,2012-10-02,110,22,150,Makenna Novak,2.5,495,App Dev - Project Management,375,App Dev - Project Management
45122,2012-10-03,110,33,600,Areli Davenport,1,190,ERP - Production Support,600,Internal meeting on requirements for Revenue by Store
45128,2012-10-03,110,41,300,Donna Hall,1,190,ERP - Production Support,300,ERP - Production Support
45129,2012-10-03,110,41,300,Donna Hall,1,190,ERP - Production Support,300,ERP - Production Support
45149,2012-10-03,110,12,900,Finley Salazar,7,405,AppDev - Business Requirements,6300,AC2012
45155,2012-10-03,110,46,150,Jaeden Cowan,3,415,AppDef - Application Model,450,AppDef-Object Model
45156,2012-10-03,110,46,150,Jaeden Cowan,0.5,415,AppDef - Application Model,75,AppDef-Object Model
45159,2012-10-03,110,18,300,Jazmin Marks,1.5,425,AppDev - Testing,450,AppDev-Testing
45162,2012-10-03,110,12,900,Finley Salazar,3.5,430,AppDev - Quality,0,AC2012
45178,2012-10-03,110,47,300,Joseph Garrison,3.5,453,BI - Build,1050,BI - Budgeting Build Phase
45183,2012-10-03,110,63,150,Nicolas Santos,2,456,BI - Testing,300,BI - Acceptance Testing
45188,2012-10-03,110,54,300,Kylan Hale,2.5,458,BI - Quality,750,BI - Reporting Build Phase
45198,2012-10-03,110,40,300,Dax Valencia,0.5,458,BI - Quality,150,Review CRM documentation
45199,2012-10-03,110,43,300,Eugene Ritter,2,458,BI - Quality,600,BI - Reporting Build Phase
45219,2012-10-04,110,33,600,Areli Davenport,1.5,190,ERP - Production Support,900,ERP - Production Support
45224,2012-10-04,110,41,300,Donna Hall,2,190,ERP - Production Support,600,ERP - Production Support
45225,2012-10-04,110,41,300,Donna Hall,2.5,190,ERP - Production Support,750,"Review dashboard settings, modify user mapping"
45234,2012-10-04,110,49,450,Kaitlynn Christian,2,215,CRM - Build Phase,900,CRM - Build Phase
45244,2012-10-04,110,44,300,Gavyn Welch,0.5,400,AppDev - Design,150,AppDev-Genl Reqmt & Architect
45247,2012-10-04,110,18,300,Jazmin Marks,2.5,410,AppDev - Technical Spec,750,Deployment planning
45248,2012-10-04,110,50,450,Kallie Austin,2,410,AppDev - Technical Spec,900,"ChanGG Partners on the Budget 2016 for the annual funding sources (requested by Eric), to finalize the final reports. Done with PM."
45257,2012-10-04,110,9,150,Donavan Fritz,0.5,430,AppDev - Quality,0,AC2012
45260,2012-10-04,110,47,300,Joseph Garrison,1,450,BI - Envisioning,300,Reintegrate billings
45262,2012-10-04,110,26,150,Nathalia Hayden,3,450,BI - Envisioning,450,BI - Envisioning
45280,2012-10-04,110,54,300,Kylan Hale,2.5,458,BI - Quality,750,BI - Reporting Build Phase
45284,2012-10-04,110,55,150,Lana Munoz,1,458,BI - Quality,150,BI - Reporting Build Phase
45290,2012-10-04,110,43,300,Eugene Ritter,2,458,BI - Quality,600,BI - Reporting Build Phase
45312,2012-10-05,110,33,600,Areli Davenport,3,190,ERP - Production Support,1800,ERP - Production Support
45313,2012-10-05,110,17,150,Jayvion Parrish,0.5,190,ERP - Production Support,75,ERP - Production Support
45314,2012-10-05,110,18,300,Jazmin Marks,1,190,ERP - Production Support,300,ERP - Production Support
45321,2012-10-05,110,41,300,Donna Hall,2,190,ERP - Production Support,600,ERP - Production Support
45332,2012-10-05,110,30,300,Abigail Dickson,3,215,CRM - Build Phase,900,CRM - Build Phase
45333,2012-10-05,110,49,450,Kaitlynn Christian,2,215,CRM - Build Phase,900,"GP Scripts modifications, validations; create tables, stored prods, views, query remediation"
45334,2012-10-05,110,49,450,Kaitlynn Christian,1,215,CRM - Build Phase,450,CRM - Build Phase
45350,2012-10-05,110,18,300,Jazmin Marks,1,425,AppDev - Testing,300,AppDev-Testing
45357,2012-10-05,110,47,300,Joseph Garrison,2,450,BI - Envisioning,600,BI - Envisioning
45359,2012-10-05,110,16,450,Jair Donovan,1,452,BI - Infrastructure,450,BI - Configure Database
45372,2012-10-05,110,63,150,Nicolas Santos,2.5,457,BI - Integration,375,BI - SSIS Package Design
45376,2012-10-05,110,55,150,Lana Munoz,1,458,BI - Quality,150,BI - Reporting Build Phase
45404,2012-10-06,110,22,150,Makenna Novak,2,190,ERP - Production Support,300,ERP - Production Support
45409,2012-10-06,110,33,600,Areli Davenport,2,190,ERP - Production Support,1200,ERP - Production Support
45410,2012-10-06,110,33,600,Areli Davenport,3.5,190,ERP - Production Support,2100,ERP - Production Support
45411,2012-10-06,110,18,300,Jazmin Marks,1,190,ERP - Production Support,300,ERP - Production Support
45417,2012-10-06,110,41,300,Donna Hall,1.5,190,ERP - Production Support,450,ERP - Production Support
45418,2012-10-06,110,66,300,Samuel Mckee,2,190,ERP - Production Support,600,ERP - Production Support
45419,2012-10-06,110,66,300,Samuel Mckee,1.5,190,ERP - Production Support,450,ERP - Production Support
45427,2012-10-06,110,49,450,Kaitlynn Christian,4,215,CRM - Build Phase,1800,CRM - Build Phase
45436,2012-10-06,110,13,300,Hector Sanders,1,405,AppDev - Business Requirements,300,Requirements Definition
45438,2012-10-06,110,50,450,Kallie Austin,3.5,410,AppDev - Technical Spec,1575,Request by PM. New load of  Budget with chanGG Partners into Analysis Services. Created export for AX (client) to be uploaded using Atlas.
45449,2012-10-06,110,68,750,Walter Conner,0.5,452,BI - Infrastructure,375,resolving issues with Web services in UAT
45454,2012-10-06,110,26,150,Nathalia Hayden,1.5,456,BI - Testing,225,BI - Acceptance Testing
45459,2012-10-06,110,54,300,Kylan Hale,3.5,458,BI - Quality,1050,BI - Reporting Build Phase
45463,2012-10-06,110,28,750,Trent Yates,0.5,458,BI - Quality,375,BI - Reporting Build Phase
45464,2012-10-06,110,28,750,Trent Yates,1,458,BI - Quality,750,BI - Reporting Build Phase
45469,2012-10-06,110,40,300,Dax Valencia,3.5,458,BI - Quality,1050,BI - Reporting Build Phase
45470,2012-10-06,110,40,300,Dax Valencia,2,458,BI - Quality,600,Database source data validations and investigation for remediation; communication and follow ups
45471,2012-10-06,110,43,300,Eugene Ritter,0.5,458,BI - Quality,150,BI - Reporting Build Phase
45472,2012-10-06,110,43,300,Eugene Ritter,2,458,BI - Quality,600,BI - Reporting Build Phase
45502,2012-10-07,110,33,600,Areli Davenport,2.5,190,ERP - Production Support,1500,ERP - Production Support
45503,2012-10-07,110,33,600,Areli Davenport,2,190,ERP - Production Support,1200,ERP - Production Support
45507,2012-10-07,110,66,300,Samuel Mckee,2.5,190,ERP - Production Support,750,ERP - Production Support
45518,2012-10-07,110,30,300,Abigail Dickson,0.5,215,CRM - Build Phase,150,Deploy workflow to production
45519,2012-10-07,110,49,450,Kaitlynn Christian,1,215,CRM - Build Phase,450,CRM - Build Phase
45537,2012-10-07,110,18,300,Jazmin Marks,3,415,AppDef - Application Model,900,AppDef-Object Model
45542,2012-10-07,110,18,300,Jazmin Marks,3.5,425,AppDev - Testing,1050,AppDev-Testing
45544,2012-10-07,110,9,150,Donavan Fritz,0.5,430,AppDev - Quality,0,AC2012
45554,2012-10-07,110,47,300,Joseph Garrison,3.5,453,BI - Build,1050,(No project number) Discuss contract portal requirements
45563,2012-10-07,110,47,300,Joseph Garrison,0.5,457,BI - Integration,150,BI - SSIS Package Design
45567,2012-10-07,110,54,300,Kylan Hale,2,458,BI - Quality,600,BI - Reporting Build Phase
45573,2012-10-07,110,40,300,Dax Valencia,2,458,BI - Quality,600,BI - Reporting Build Phase
45574,2012-10-07,110,43,300,Eugene Ritter,1,458,BI - Quality,300,BI - Reporting Build Phase
45575,2012-10-07,110,43,300,Eugene Ritter,3.5,458,BI - Quality,1050,BI - Reporting Build Phase
45601,2012-10-08,110,33,600,Areli Davenport,0.5,190,ERP - Production Support,300,ERP - Production Support
45608,2012-10-08,110,66,300,Samuel Mckee,2.5,190,ERP - Production Support,750,Reports requirements review meeting
45620,2012-10-08,110,49,450,Kaitlynn Christian,3.5,215,CRM - Build Phase,1575,Study Microsoft dynamics sure step
45630,2012-10-08,110,44,300,Gavyn Welch,1,400,AppDev - Design,300,AppDev-Genl Reqmt & Architect
45631,2012-10-08,110,44,300,Gavyn Welch,3.5,400,AppDev - Design,1050,AppDev-Genl Reqmt & Architect
45641,2012-10-08,110,12,900,Finley Salazar,1.5,430,AppDev - Quality,0,AC2012
45643,2012-10-08,110,2,150,Adyson Herring,3,435,AppDev - Documentation,450,"New dimension mapping, ascertain payroll and budget data, review open items"
45645,2012-10-08,110,26,150,Nathalia Hayden,1,450,BI - Envisioning,150,BI - Envisioning
45649,2012-10-08,110,14,150,Izabella Sellers,1,452,BI - Infrastructure,150,BI - Configure Database
45654,2012-10-08,110,47,300,Joseph Garrison,0.5,453,BI - Build,150,BI - Budgeting Build Phase
45657,2012-10-08,110,37,150,Bianca Hardin,2.5,456,BI - Testing,375,CAS-24236-X5R0: Investigate report error
45658,2012-10-08,110,26,150,Nathalia Hayden,2,456,BI - Testing,300,"CAS-24852-M5R3: Investigate issue caused by editing multiple stores, remove incorrect chain territory, review logs"
45662,2012-10-08,110,47,300,Joseph Garrison,0,457,BI - Integration,0,BI - SSIS Package Design
45663,2012-10-08,110,28,750,Trent Yates,2.5,458,BI - Quality,1875,BI - Reporting Build Phase
45665,2012-10-08,110,40,300,Dax Valencia,1.5,458,BI - Quality,450,Visual Studio 2008 TFS and SP install
45666,2012-10-08,110,43,300,Eugene Ritter,3,458,BI - Quality,900,BI - Reporting Build Phase
45692,2012-10-09,110,33,600,Areli Davenport,2.5,190,ERP - Production Support,1500,ERP - Production Support
45693,2012-10-09,110,33,600,Areli Davenport,3,190,ERP - Production Support,1800,ERP - Production Support
45699,2012-10-09,110,66,300,Samuel Mckee,1,190,ERP - Production Support,300,ERP - Production Support
45700,2012-10-09,110,66,300,Samuel Mckee,0.5,190,ERP - Production Support,150,ERP - Production Support
45720,2012-10-09,110,9,150,Donavan Fritz,1,405,AppDev - Business Requirements,150,Requirements Definition
45723,2012-10-09,110,18,300,Jazmin Marks,0.5,415,AppDef - Application Model,150,AppDef-Object Model
45735,2012-10-09,110,38,150,Brooke Holmes,1,450,BI - Envisioning,150,BI - Envisioning
45740,2012-10-09,110,68,750,Walter Conner,1.5,452,BI - Infrastructure,1125,BI - Configure Database
45747,2012-10-09,110,26,150,Nathalia Hayden,3.5,456,BI - Testing,525,BI - Acceptance Testing
45748,2012-10-09,110,63,150,Nicolas Santos,1,456,BI - Testing,150,BI - Acceptance Testing
45756,2012-10-09,110,47,300,Joseph Garrison,2.5,457,BI - Integration,750,BI - SSIS Package Design
45757,2012-10-09,110,54,300,Kylan Hale,2,458,BI - Quality,600,BI - Reporting Build Phase
45761,2012-10-09,110,40,300,Dax Valencia,2.5,458,BI - Quality,750,BI - Reporting Build Phase
45782,2012-10-10,110,33,600,Areli Davenport,2,190,ERP - Production Support,1200,"Analysis Services GP video, Analysis Services database. Power Query"
45783,2012-10-10,110,33,600,Areli Davenport,2.5,190,ERP - Production Support,1500,ERP - Production Support
45789,2012-10-10,110,66,300,Samuel Mckee,1.5,190,ERP - Production Support,450,discuss Datazen security and set up  and Infrastructure team
45803,2012-10-10,110,9,150,Donavan Fritz,1,405,AppDev - Business Requirements,150,Report Training
45809,2012-10-10,110,18,300,Jazmin Marks,1,425,AppDev - Testing,300,AppDev-Testing
45821,2012-10-10,110,16,450,Jair Donovan,0.5,452,BI - Infrastructure,225,BI - Configure Database
45826,2012-10-10,110,47,300,Joseph Garrison,1.5,453,BI - Build,450,BI - Budgeting Build Phase
45836,2012-10-10,110,28,750,Trent Yates,1,458,BI - Quality,750,BI - Reporting Build Phase
45841,2012-10-10,110,55,150,Lana Munoz,2,458,BI - Quality,300,Training
45861,2012-10-11,110,22,150,Makenna Novak,1,190,ERP - Production Support,150,Microsoft Certification Training
45872,2012-10-11,110,66,300,Samuel Mckee,4,190,ERP - Production Support,1200,Excel Training
45874,2012-10-11,110,52,600,Kaylin Wilkins,1,190,ERP - Production Support,600,Excel Training
45882,2012-10-11,110,30,300,Abigail Dickson,3.5,215,CRM - Build Phase,1050,Orientation Training series
45883,2012-10-11,110,49,450,Kaitlynn Christian,3.5,215,CRM - Build Phase,1575,Microsoft Certification Training
45887,2012-10-11,110,67,300,Triston Hurley,2,215,CRM - Build Phase,600,Prep work for internal Excel training
45893,2012-10-11,110,18,300,Jazmin Marks,2,410,AppDev - Technical Spec,600,Conduct internal excel training for quality team
45900,2012-10-11,110,17,150,Jayvion Parrish,3,425,AppDev - Testing,450,Conduct internal excel training for quality team
45905,2012-10-11,110,26,150,Nathalia Hayden,1,450,BI - Envisioning,150,Training
45906,2012-10-11,110,38,150,Brooke Holmes,2,450,BI - Envisioning,300,Microsoft Certification Training
45908,2012-10-11,110,14,150,Izabella Sellers,0.5,452,BI - Infrastructure,75,Training
45916,2012-10-11,110,47,300,Joseph Garrison,2,453,BI - Build,600,Excel Training
45925,2012-10-11,110,54,300,Kylan Hale,1.5,458,BI - Quality,450,MS Training
45929,2012-10-11,110,28,750,Trent Yates,1,458,BI - Quality,750,MS Training
45937,2012-10-11,110,40,300,Dax Valencia,1.5,458,BI - Quality,450,Training
45938,2012-10-11,110,43,300,Eugene Ritter,0.5,458,BI - Quality,150,Excel Training
45958,2012-10-12,110,18,300,Jazmin Marks,0.5,190,ERP - Production Support,150,Excel Training
45966,2012-10-12,110,66,300,Samuel Mckee,2,190,ERP - Production Support,600,Prep work for internal Excel training
45978,2012-10-12,110,30,300,Abigail Dickson,1,215,CRM - Build Phase,300,Excel Training
45989,2012-10-12,110,9,150,Donavan Fritz,0.5,410,AppDev - Technical Spec,75,Report Training
45994,2012-10-12,110,18,300,Jazmin Marks,1,425,AppDev - Testing,300,Excel-Lent Training. Plus preparation.
45996,2012-10-12,110,9,150,Donavan Fritz,2.5,430,AppDev - Quality,0,AC2012
46004,2012-10-12,110,14,150,Izabella Sellers,3,452,BI - Infrastructure,450,Conduct internal excel training for quality team
46007,2012-10-12,110,47,300,Joseph Garrison,2,453,BI - Build,600,Training
46015,2012-10-12,110,54,300,Kylan Hale,1.5,458,BI - Quality,450,Excel Training
46017,2012-10-12,110,28,750,Trent Yates,1.5,458,BI - Quality,1125,Conduct internal excel training for quality team
46023,2012-10-12,110,55,150,Lana Munoz,2.5,458,BI - Quality,375,Training
46053,2012-10-13,110,33,600,Areli Davenport,0.5,190,ERP - Production Support,300,ERP - Production Support
46057,2012-10-13,110,66,300,Samuel Mckee,2,190,ERP - Production Support,600,ERP - Production Support
46064,2012-10-13,110,30,300,Abigail Dickson,1,215,CRM - Build Phase,300,Investigate design package inquiry around the Equipment page titles and links
46065,2012-10-13,110,30,300,Abigail Dickson,2,215,CRM - Build Phase,600,CRM - Build Phase
46066,2012-10-13,110,49,450,Kaitlynn Christian,3,215,CRM - Build Phase,1350,CRM - Build Phase
46074,2012-10-13,110,12,900,Finley Salazar,2,405,AppDev - Business Requirements,1800,AC2012
46079,2012-10-13,110,18,300,Jazmin Marks,4,410,AppDev - Technical Spec,1200,Write query for Escalated Case report
46081,2012-10-13,110,9,150,Donavan Fritz,1,415,AppDef - Application Model,150,"ChanGG Partners done to the BUD, reloaded the entire budget with the chanGG Partners on dimensions. Requested by Eric and PM."
46098,2012-10-13,110,68,750,Walter Conner,5.5,452,BI - Infrastructure,0,Microsoft Certification Training
46105,2012-10-13,110,47,300,Joseph Garrison,2,453,BI - Build,600,BI - Budgeting Build Phase
46118,2012-10-13,110,43,300,Eugene Ritter,2,458,BI - Quality,600,Excel-Lent Training. Plus preparation.
46148,2012-10-14,110,33,600,Areli Davenport,2,190,ERP - Production Support,1200,ERP - Production Support
46154,2012-10-14,110,66,300,Samuel Mckee,2,190,ERP - Production Support,600,ERP - Production Support
46162,2012-10-14,110,49,450,Kaitlynn Christian,3,215,CRM - Build Phase,1350,CRM - Build Phase
46175,2012-10-14,110,9,150,Donavan Fritz,1,410,AppDev - Technical Spec,150,Develop Technical Specifications
46181,2012-10-14,110,35,150,Azaria Andersen,1,425,AppDev - Testing,150,AppDev-Testing
46191,2012-10-14,110,14,150,Izabella Sellers,1,452,BI - Infrastructure,150,BI - Configure Database
46195,2012-10-14,110,68,750,Walter Conner,0.5,453,BI - Build,375,Meeting with client to discuss requirements. Start documentation on Superior Support Services Billing
46197,2012-10-14,110,26,150,Nathalia Hayden,2,456,BI - Testing,300,Determine a dynamic content search web part query
46210,2012-10-14,110,55,150,Lana Munoz,3,458,BI - Quality,450,BI - Reporting Build Phase
46220,2012-10-14,110,13,300,Hector Sanders,2,495,App Dev - Project Management,600,App Dev - Project Management
46234,2012-10-15,110,33,600,Areli Davenport,1.5,190,ERP - Production Support,900,Review web service configuration for UAT and PRD
46235,2012-10-15,110,33,600,Areli Davenport,2.5,190,ERP - Production Support,1500,ERP - Production Support
46241,2012-10-15,110,66,300,Samuel Mckee,3.5,190,ERP - Production Support,1050,ERP - Production Support
46242,2012-10-15,110,66,300,Samuel Mckee,1,190,ERP - Production Support,300,ERP - Production Support
46251,2012-10-15,110,49,450,Kaitlynn Christian,2,215,CRM - Build Phase,900,CRM - Build Phase
46255,2012-10-15,110,67,300,Triston Hurley,3,215,CRM - Build Phase,900,CRM - Build Phase
46271,2012-10-15,110,17,150,Jayvion Parrish,2,425,AppDev - Testing,300,AppDev-Testing
46285,2012-10-15,110,37,150,Bianca Hardin,3,456,BI - Testing,450,Weekly Checkpoint
46291,2012-10-15,110,47,300,Joseph Garrison,1,457,BI - Integration,300,Review Appit
46300,2012-10-15,110,55,150,Lana Munoz,2,458,BI - Quality,300,BI - Reporting Build Phase
46303,2012-10-15,110,43,300,Eugene Ritter,1,458,BI - Quality,300,BI - Reporting Build Phase
46322,2012-10-16,110,22,150,Makenna Novak,2,190,ERP - Production Support,300,Load of the BUD to Revenue and Projects module. Copied all the scenario into FYESTQ2 for new use.
46324,2012-10-16,110,33,600,Areli Davenport,1,190,ERP - Production Support,600,ERP - Production Support
46329,2012-10-16,110,66,300,Samuel Mckee,1.5,190,ERP - Production Support,450,ERP - Production Support
